measured in ug/mg,SampID,Dry_Weight,Species,Site,Sex,SL.mm,Tissue,Date_harvested,Time_harvested,Al,As,B ,Ba,Be,Bi,Ca,Cd,Co,Cr,Cu,Fe,K ,Li,Mg,Mn,Mo,Na,Ni,P ,Pb,S ,Se,Si,Sr,Tl,V ,Zn,z-Al,z-As,z-B,z-Ba,z-Be,z-Bi,z-Ca,z-Cd,z-Co,z-Cr,z-Cu,z-Fe,z-K,z-Li,z-Mg,z-Mn,z-Mo,z-Na,z-Ni,z-P,z-Pb,z-S,z-Se,z-Si,z-Sr,z-Tl,z-V,z-Zn
130,I130,244.8,Labidesthes_sicculus,CC,N/A,55,WS,5/14/18,12:45,0.000108768,0.001243921,0.000268053,0.006116957,1.42E-06,8.52E-05,27.36034826,3.03E-05,4.95E-05,0.000320364,0.001782773,0.042425218,11.32306421,0.002079554,1.387581879,0.043398377,6.20E-05,#VALUE!,0.000376107,28.94436975,0.000213724,9.413896895,0.001550301,4.99E-05,0.040322214,0.003594364,2.27E-05,0.114291626,-0.450100644,-0.199808753,-0.407330581,-0.398233206,-0.389856075,-0.406685037,0.295898722,-0.428943449,-0.407153199,-0.435117761,-0.326691708,-0.43659823,#VALUE!,#VALUE!,#VALUE!,0.320881244,-0.420195226,#VALUE!,-0.39072331,0.228219025,-0.407848871,-0.157438732,-0.392823406,-0.158002397,0.978822282,-0.401303831,-0.411874848,-0.470176942
149,I149,562.6,Labidesthes_sicculus,CC,N/A,69,WS,5/14/18,12:45,4.73E-05,0.001026781,0.000166927,0.005104477,6.19E-07,3.71E-05,20.8234222,2.09E-05,4.82E-05,0.000331304,0.001484589,0.030560338,11.3551993,0.002066266,1.398404803,0.021579847,5.92E-05,#VALUE!,0.000295162,24.45249513,8.12E-05,7.869874903,0.001393889,0.002834748,0.034699396,0.001955952,1.15E-05,0.091252865,-0.451063531,-0.205553621,-0.415821488,-0.403035688,-0.390815032,-0.407708795,-0.04914907,-0.43247081,-0.407293095,-0.433318419,-0.334906078,-0.449901064,#VALUE!,#VALUE!,#VALUE!,-0.292795045,-0.42061182,#VALUE!,-0.397566586,-0.275495568,-0.411030821,-0.711894761,-0.395234271,-0.155357594,0.7013216,-0.406636363,-0.412769693,-0.638684182
167,I167,406.9,Labidesthes_sicculus,CC,N/A,62,WS,5/14/18,20:40,0.010571756,0.001350657,0.000348367,0.005976912,8.56E-07,5.13E-05,25.12871708,3.43E-05,7.46E-05,0.000356655,0.003186977,0.036602349,11.3551993,0.002103484,1.398404803,0.027876591,7.30E-05,#VALUE!,0.000386975,30.41256349,0.000172395,9.841433409,0.001770131,0.009203925,0.039235225,0.003146294,1.37E-05,0.126296839,-0.286199513,-0.196984841,-0.400587126,-0.398897479,-0.390531296,-0.407406563,0.178103385,-0.427442444,-0.404452133,-0.429148847,-0.28800871,-0.443126797,#VALUE!,#VALUE!,#VALUE!,-0.115690424,-0.418558606,#VALUE!,-0.389804504,0.392860889,-0.408841195,-0.003910998,-0.389435043,-0.149308713,0.92517655,-0.402762162,-0.41259392,-0.382369907
168,I168,282.5,Labidesthes_sicculus,CC,F,56,WS,5/14/18,20:40,0.010699628,0.001208824,0.000555905,0.006431628,1.23E-06,7.39E-05,27.69390808,3.10E-05,7.61E-05,0.000361252,0.002198026,0.039587159,11.91933709,0.002263748,1.482160573,0.026024846,0.000102714,#VALUE!,0.000404368,31.68799412,0.00021539,10.03519183,0.001482645,0.003994983,0.042497239,0.002849688,2.19E-05,0.135035987,-0.284196417,-0.200737314,-0.38316148,-0.396740632,-0.390083543,-0.406925545,0.313505481,-0.428680773,-0.404290715,-0.428392761,-0.315252322,-0.439780245,#VALUE!,#VALUE!,#VALUE!,-0.167773309,-0.414137651,#VALUE!,-0.38833406,0.53588648,-0.40780887,0.065667366,-0.393866225,-0.154255706,1.086165419,-0.403727524,-0.411938766,-0.318451118
169,I169,307.4,Labidesthes_sicculus,CC,N/A,57,WS,5/14/18,20:40,0.004915958,0.00124604,0.000394357,0.006048014,1.13E-06,6.79E-05,25.22070563,3.20E-05,7.15E-05,0.000345346,0.001776724,0.031540677,10.82319661,0.002051594,1.355543704,0.030506709,5.91E-05,#VALUE!,0.000377746,29.12343723,0.00025041,8.709827419,0.001397934,0.001325819,0.03876325,0.00269407,1.81E-05,0.112749228,-0.374796737,-0.199752691,-0.396725638,-0.398560222,-0.390203263,-0.407053249,0.182958946,-0.428305522,-0.404785731,-0.431008879,-0.326858346,-0.448801914,#VALUE!,#VALUE!,#VALUE!,-0.041714723,-0.420626698,#VALUE!,-0.390584745,0.248299484,-0.406968027,-0.410269047,-0.395171923,-0.156790642,0.901883357,-0.404234013,-0.412242374,-0.481458158
123,I123,413.7,Lepomis_cyanellus,CC,N/A,44,WS,5/14/18,12:45,0.002656517,0.001131919,0.000373729,0.005388403,8.42E-07,5.04E-05,26.03952556,1.68E-05,0.000115515,0.000394789,0.001719317,0.047065404,#VALUE!,0.002139854,1.196820802,0.042359405,0.000167497,#VALUE!,0.000326875,28.43120109,7.47E-05,8.503454324,0.001470706,0.007136517,0.029569521,0.003426568,0.000129459,0.097737928,-0.41019054,-0.202771987,-0.39845764,-0.401688946,-0.390548057,-0.407425719,0.226179874,-0.434009339,-0.400049181,-0.422876807,-0.328439793,-0.431395681,#VALUE!,#VALUE!,#VALUE!,0.291658721,-0.404499004,#VALUE!,-0.394885496,0.170672774,-0.411186888,-0.484377322,-0.394050248,-0.151272155,0.448148936,-0.401849955,-0.403345146,-0.591251941
170,I170,2642.2,Lepomis_cyanellus,CC,F,74,WS,5/14/18,20:40,0.001083513,0.001002532,0.000372809,0.005699176,1.98E-07,1.18E-05,23.0225925,3.10E-05,0.000108239,0.000426744,0.001959287,0.043063522,#VALUE!,0.002278724,1.128289205,0.019728557,9.71E-05,#VALUE!,0.000336039,30.77211172,0.000121036,8.080871878,0.001585179,0.00368875,0.03643826,0.002449522,9.57E-05,0.09226472,-0.43483141,-0.206195176,-0.398534886,-0.400214861,-0.391319053,-0.40824728,0.066932839,-0.428680773,-0.400832167,-0.41762105,-0.321829102,-0.435882567,#VALUE!,#VALUE!,#VALUE!,-0.344865133,-0.414972922,#VALUE!,-0.39411075,0.433180289,-0.410074344,-0.636126057,-0.392285811,-0.154546539,0.787139058,-0.405029943,-0.406042382,-0.631283398
191,I191,447.4,Lepomis_cyanellus,CC,N/A,42,WS,5/15/18,19:45,0.010955617,0.000745312,0.00043185,0.005484788,7.79E-07,4.66E-05,25.14258812,2.95E-05,7.27E-05,0.000379391,0.001671212,0.057073889,#VALUE!,0.002201238,1.059757608,0.034797686,0.00012692,#VALUE!,0.000323773,26.96889537,4.14E-05,6.526688759,0.001000147,0.01671342,0.025460863,0.003103648,0.000126357,0.085611699,-0.280186388,-0.213000439,-0.393577589,-0.401231764,-0.39062348,-0.407506598,0.17883556,-0.42924365,-0.404656596,-0.425409373,-0.329764989,-0.420174226,#VALUE!,#VALUE!,#VALUE!,0.078974931,-0.410536195,#VALUE!,-0.395147746,0.006691187,-0.411986434,-1.194230932,-0.401303237,-0.142176859,0.245375985,-0.402900962,-0.403592985,-0.679944096
220,I220,1536.1,Lepomis_cyanellus,CC,F,65,WS,5/17/18,23:30,0.004151844,0.000752993,0.000237104,0.003708082,3.40E-07,2.04E-05,18.6424134,2.35E-05,7.87E-05,0.000313342,0.001220231,0.028703032,#VALUE!,0.001654299,1.128289205,0.026641614,0.00011526,#VALUE!,0.00023191,23.12742417,0.000164238,5.836638689,0.000878096,0.006571724,0.022540511,0.002179073,2.72E-05,0.072035525,-0.386766467,-0.212797223,-0.409929172,-0.409659189,-0.391149051,-0.408064237,-0.164272335,-0.431495157,-0.404010923,-0.436272695,-0.342188609,-0.451983465,#VALUE!,#VALUE!,#VALUE!,-0.150425857,-0.412271012,#VALUE!,-0.402914055,-0.424087778,-0.409037048,-1.442026898,-0.403184477,-0.151808545,0.101249024,-0.405910172,-0.411515313,-0.779241259
15,I15,146.1,Lepomis_cyanellus,TC,N/A,32,WS,5/13/18,15:30,0.024307902,0.00094148,0.001120978,0.001427951,2.38E-06,0.000142823,35.31102442,0.000454182,5.38E-05,0.001051746,0.002471461,0.608355152,14.29713844,0.002895164,1.525243385,0.009913101,0.000267673,3.450025683,0.000215962,26.99449241,0.000833442,9.253880586,0.001978279,0.025571428,0.015472572,0.00538685,0.000229044,0.349423914,-0.071024855,-0.207810427,-0.335715897,-0.420474502,-0.388706764,-0.405458591,0.715570481,-0.269881246,-0.406690467,-0.314824668,-0.307719737,0.197919112,#VALUE!,#VALUE!,#VALUE!,-0.620938388,-0.389594459,#VALUE!,-0.404262335,0.009561615,-0.392969214,-0.214900354,-0.386226741,-0.133764307,-0.247572136,-0.395469835,-0.395388622,1.249598386
24,I24,3294.2,Lepomis_cyanellus,TC,N/A,84,WS,5/13/18,15:30,0.002025541,0.000974935,0.000423771,0.00174147,1.59E-07,9.50E-06,27.99858569,0.000327508,7.44E-05,0.000716832,0.002541867,0.135880224,#VALUE!,0.003272059,#VALUE!,0.020306607,0.00031101,#VALUE!,9.18E-05,30.80287441,0.001042116,8.343096133,0.001155684,0.032558062,0.0205713,0.003454363,1.83E-05,0.29591811,-0.420074684,-0.206925309,-0.394255932,-0.418987392,-0.391365744,-0.408296233,0.329587709,-0.317415809,-0.404473656,-0.369909208,-0.305780194,-0.331817022,#VALUE!,#VALUE!,#VALUE!,-0.328606678,-0.383146625,#VALUE!,-0.414759275,0.436629989,-0.387958874,-0.541961713,-0.398905858,-0.12712902,0.004063343,-0.401759491,-0.412226394,0.858252891
33,I33,4686.9,Lepomis_cyanellus,TC,F,91,WS,5/13/18,15:30,0.003157428,0.000942928,0.000387674,0.0007479,1.11E-07,6.68E-06,22.56932814,0.000211834,4.64E-05,0.000537247,0.001807817,0.070063411,#VALUE!,0.002590082,#VALUE!,0.018341813,0.000198313,#VALUE!,3.83E-05,24.9523678,0.000642704,6.879457417,0.00092388,0.018493939,0.015811868,0.003119385,1.63E-05,0.212438119,-0.402343844,-0.207772117,-0.397286767,-0.423700178,-0.39142321,-0.408356253,0.043007547,-0.360822609,-0.407486797,-0.399446215,-0.326001796,-0.405610449,#VALUE!,#VALUE!,#VALUE!,-0.383869223,-0.399914089,#VALUE!,-0.419282288,-0.219440317,-0.397548903,-1.067552225,-0.402478783,-0.14048588,-0.230826997,-0.402849742,-0.412386188,0.247673927
35,I35,664.2,Lepomis_cyanellus,TC,N/A,51,WS,5/13/18,15:30,0.011036383,0.00119951,0.000625737,0.000708143,5.24E-07,3.14E-05,29.75320609,0.000391154,0.000105007,0.001265052,0.001901322,0.36126806,#VALUE!,0.002829153,#VALUE!,0.013304604,9.66E-05,#VALUE!,0.000202812,27.529206,0.000862607,8.486826073,0.001355193,0.07013368,0.015989369,0.004063777,7.90E-05,0.324189337,-0.278921201,-0.200983734,-0.377298132,-0.423888757,-0.390928766,-0.407830114,0.422204314,-0.293532575,-0.401179969,-0.279741444,-0.323425921,-0.079113495,#VALUE!,#VALUE!,#VALUE!,-0.525547682,-0.415047314,#VALUE!,-0.405374066,0.069523894,-0.392268951,-0.490348502,-0.395830714,-0.091443022,-0.222066861,-0.399776034,-0.407376658,1.065030782
73,I73,555.4,Lepomis_cyanellus,TC,N/A,49,WS,5/13/18,15:30,0.000941854,0.000963279,0.000453111,0.001240824,6.27E-07,3.76E-05,32.9874508,0.000191029,5.61E-05,0.000549985,0.001749654,0.093849418,#VALUE!,0.003437974,#VALUE!,0.017847691,0.000152204,#VALUE!,4.55E-05,34.48611173,0.000532404,9.716135553,0.001535213,0.018449466,0.017641825,0.003826786,3.09E-05,0.299288273,-0.437050477,-0.207233692,-0.391792438,-0.421362099,-0.390805455,-0.407698153,0.592922016,-0.368629709,-0.406442959,-0.397351149,-0.32760407,-0.378941717,#VALUE!,#VALUE!,#VALUE!,-0.397767086,-0.406774351,#VALUE!,-0.418673583,0.849664756,-0.400197247,-0.048905274,-0.393055965,-0.140528116,-0.140513863,-0.400547368,-0.411219695,0.882902518
80,I80,736.1,Lepomis_cyanellus,TC,N/A,52,WS,5/13/18,15:30,0.003776049,0.001034564,0.000588415,0.001147953,4.73E-07,2.83E-05,30.62574387,0.000333489,8.52E-05,0.000587335,0.001847944,0.1658378,#VALUE!,0.00312478,#VALUE!,0.022228286,0.000121881,#VALUE!,6.12E-05,32.39715711,0.001560111,8.637157062,0.001215213,0.021985211,0.018177124,0.004166184,2.18E-05,0.285957826,-0.39265324,-0.205347706,-0.380431823,-0.421802612,-0.390989823,-0.407896094,0.468260707,-0.315171432,-0.403311444,-0.391208057,-0.324896378,-0.298228763,#VALUE!,#VALUE!,#VALUE!,-0.274556802,-0.411285916,#VALUE!,-0.417346269,0.61541135,-0.375521624,-0.436364865,-0.397988304,-0.137170179,-0.114095466,-0.399442731,-0.411946756,0.785402621
114,I114,2894.9,Lepomis_gulosus,CC,N/A,75,WS,5/14/18,12:45,0.013607362,0.000971113,0.000234584,0.009264591,1.80E-07,1.08E-05,23.44231787,4.86E-05,0.000194127,0.000486512,0.00133351,0.063107437,#VALUE!,0.002643217,#VALUE!,0.04621011,0.000123928,#VALUE!,0.000539659,28.99556935,0.000179705,7.347617607,0.001457719,0.018147275,0.037004799,0.00327054,0.00023418,0.077951346,-0.238647202,-0.207026428,-0.41014076,-0.383303078,-0.391340603,-0.408268564,0.089087796,-0.422076353,-0.391589571,-0.407790787,-0.339068001,-0.413409447,#VALUE!,#VALUE!,#VALUE!,0.399965117,-0.410981356,#VALUE!,-0.376896249,0.2339605,-0.40866568,-0.899436589,-0.394250424,-0.140815111,0.81509923,-0.402357779,-0.394978272,-0.735972497
116,I116,1824,Lepomis_gulosus,CC,N/A,76,WS,5/14/18,12:45,0.01157193,0.000890505,0.000306177,0.004018301,2.86E-07,1.72E-05,20.69850962,3.55E-05,0.000101313,0.000493555,0.001415502,0.072282035,#VALUE!,0.002265133,#VALUE!,0.019387764,0.000106747,#VALUE!,0.000232512,27.26033432,9.48E-05,7.525793845,0.001656558,0.018513889,0.032850775,0.002754379,0.000207863,0.077219393,-0.270531938,-0.209159071,-0.404129551,-0.408187731,-0.3912137,-0.408132346,-0.055742507,-0.426992143,-0.401577489,-0.406632399,-0.336809286,-0.403122941,#VALUE!,#VALUE!,#VALUE!,-0.354450406,-0.413537607,#VALUE!,-0.40286316,0.039372877,-0.41070428,-0.835453763,-0.391185607,-0.140466933,0.610087349,-0.404037726,-0.397080916,-0.741326057
118,I118,2349.9,Lepomis_gulosus,CC,N/A,72,WS,5/14/18,12:45,0.001888329,0.001032654,0.000268911,0.004959094,2.22E-07,1.33E-05,27.34360656,3.53E-05,0.000106677,0.000510105,0.001451125,0.040177492,#VALUE!,0.002839098,#VALUE!,0.024571074,0.000132076,#VALUE!,0.000296579,31.90174991,0.000200981,7.922688335,0.001623045,0.009163744,0.037411326,0.003810228,0.000283315,0.082282055,-0.422224089,-0.205398239,-0.40725854,-0.403725281,-0.39129032,-0.408215354,0.295015022,-0.427067193,-0.401000257,-0.40391036,-0.335827944,-0.439118367,#VALUE!,#VALUE!,#VALUE!,-0.208662654,-0.409769067,#VALUE!,-0.397446789,0.559856853,-0.408154835,-0.692929535,-0.391702162,-0.149346874,0.835162394,-0.400601259,-0.391052543,-0.704297364
122,I122,5785.4,Lepomis_gulosus,CC,N/A,94,WS,5/14/18,12:45,0.000491839,0.000854376,0.000217243,0.006641964,9.03E-08,5.41E-06,23.09236935,4.97E-05,0.000109222,0.000564297,0.001264936,0.040509877,#VALUE!,0.002932186,#VALUE!,0.027192662,0.000128979,#VALUE!,0.000390153,31.54081014,0.000160396,6.9816405,0.001270823,0.009187602,0.046951474,0.003228687,0.000434232,0.086388143,-0.444099894,-0.210114935,-0.411596773,-0.395742948,-0.391447992,-0.408383284,0.070615969,-0.421663577,-0.400726384,-0.394997202,-0.340957077,-0.438745699,#VALUE!,#VALUE!,#VALUE!,-0.134926871,-0.41022985,#VALUE!,-0.389535829,0.519381407,-0.409129296,-1.03085843,-0.397131156,-0.149324216,1.305993493,-0.402493998,-0.378994757,-0.674265126
125,I125,2428.2,Lepomis_gulosus,CC,N/A,72,WS,5/14/18,12:45,0.001798452,0.000906021,0.000299562,0.004872705,2.15E-07,1.29E-05,20.40660711,3.05E-05,0.000109921,0.000438465,0.001650512,0.034060677,#VALUE!,0.002114136,#VALUE!,0.036950199,0.000110318,#VALUE!,0.00026915,27.01403411,0.000155767,7.256143367,0.001525496,0.011885419,0.033311226,0.003406755,0.000201079,0.079825876,-0.423631999,-0.208748565,-0.404684971,-0.404135049,-0.391298701,-0.408223867,-0.071150409,-0.428868399,-0.400651163,-0.415693254,-0.330335233,-0.445976505,#VALUE!,#VALUE!,#VALUE!,0.139517332,-0.4130063,#VALUE!,-0.3997657,0.011753003,-0.40924044,-0.932284854,-0.393205739,-0.146762068,0.632811803,-0.401914441,-0.397622936,-0.722262043
129,I129,4905.3,Lepomis_gulosus,CC,N/A,96,WS,5/14/18,12:45,0.003288043,0.000695902,0.000275537,0.006742246,1.07E-07,6.38E-06,25.936926,8.75E-05,0.000116479,0.000590677,0.001359609,0.037336241,#VALUE!,0.003284225,#VALUE!,0.039747295,9.28E-05,#VALUE!,0.000423713,34.81112359,0.000200081,7.110107081,0.001457242,0.014313557,0.05221593,0.004093946,0.000295337,0.078477327,-0.40029778,-0.214307678,-0.406702197,-0.395267282,-0.391427998,-0.408362639,0.220764217,-0.407479084,-0.399945442,-0.390658386,-0.338349026,-0.442303961,#VALUE!,#VALUE!,#VALUE!,0.21818952,-0.415612691,#VALUE!,-0.386698589,0.88611128,-0.408176444,-0.98472627,-0.394257776,-0.144456037,1.56580808,-0.399677843,-0.390092023,-0.732125432
72,I72,1099.4,Lepomis_gulosus,TC,N/A,59,WS,5/13/18,15:30,0.003579901,0.000758919,0.000399509,0.001027119,3.17E-07,1.90E-05,28.6773755,0.000343148,0.000106095,0.000674779,0.001591095,0.198318772,#VALUE!,0.003789445,#VALUE!,0.023589023,0.000139144,#VALUE!,0.000154401,33.3255338,0.001679532,8.023532011,0.001441773,0.031258818,0.027817826,0.004006343,0.000186231,0.312864553,-0.395725868,-0.212640439,-0.396293057,-0.422375763,-0.391176586,-0.408094035,0.36541723,-0.311546881,-0.401062887,-0.37682582,-0.331972052,-0.261811286,#VALUE!,#VALUE!,#VALUE!,-0.236284195,-0.408717465,#VALUE!,-0.409466843,0.719518639,-0.372654281,-0.656716719,-0.394496208,-0.128362927,0.361698235,-0.399962964,-0.398809244,0.982200456
199,I199,171.1,Lepomis_gulosus,TC,N/A,31,WS,5/16/18,13:30,0.002605926,0.001194373,0.000493952,0.003549193,3.05E-06,0.000182931,41.62426583,0.000227474,0.000111056,0.000558503,0.002262761,0.171773627,#VALUE!,0.003458237,1.871110092,0.023150502,0.000179069,#VALUE!,0.000161904,42.82763452,0.001181643,12.833131,0.002028596,0.032130994,0.032661281,0.004759362,0.000110803,0.340018558,-0.41098304,-0.201119643,-0.38836328,-0.410412845,-0.38790464,-0.404604933,1.048811211,-0.354953681,-0.400529023,-0.395950162,-0.313469003,-0.291573548,#VALUE!,#VALUE!,#VALUE!,-0.248618204,-0.40277728,#VALUE!,-0.408832522,1.785075272,-0.38460878,1.070403212,-0.385451177,-0.127534611,0.600735328,-0.397512117,-0.4048357,1.180806901
202,I202,1202.9,Lepomis_gulosus,TC,N/A,62,WS,5/16/18,13:30,2.21E-05,0.000936275,0.000263493,0.00234973,2.90E-07,1.73E-05,20.03350728,9.90E-05,4.95E-05,0.000385452,0.001492975,0.087760536,#VALUE!,0.001878926,1.871110092,0.020865541,9.43E-05,#VALUE!,0.000108571,25.05421937,0.000450065,7.843644125,0.001753381,0.007233032,0.014253012,0.002615475,0.000347855,0.145343652,-0.451458285,-0.207948136,-0.407713455,-0.416102241,-0.391208911,-0.408130218,-0.090844264,-0.403163696,-0.407153199,-0.424412498,-0.33467506,-0.385768536,#VALUE!,#VALUE!,#VALUE!,-0.312885887,-0.415389516,#VALUE!,-0.413341416,-0.208018778,-0.402174237,-0.721314195,-0.38969322,-0.151180493,-0.307760592,-0.404489816,-0.385896003,-0.243060077
221,I221,494.7,Lepomis_gulosus,TC,N/A,48,WS,5/17/18,15:20,0.003071728,0.000840049,0.000480459,0.0077496,7.04E-07,4.22E-05,42.23962778,0.00047684,0.000132991,0.000733567,0.002163004,0.132723158,#VALUE!,0.004800804,1.871110092,0.041108316,0.000150992,#VALUE!,0.000491974,47.21256473,0.001409667,9.874804442,0.001528933,0.032391927,0.061086396,0.00619409,0.000146745,0.408181343,-0.403686322,-0.210493985,-0.389496201,-0.390489114,-0.39071327,-0.407600247,1.081292729,-0.261378806,-0.39816855,-0.367156741,-0.316217108,-0.335356706,#VALUE!,#VALUE!,#VALUE!,0.256470115,-0.406954677,#VALUE!,-0.380927648,2.276797219,-0.379133839,0.008072491,-0.393152763,-0.1272868,2.003588632,-0.392842514,-0.401964049,1.679354663
84,I84,650.7,Lepomis_macrochirus,CC,M,50,WS,5/14/18,12:45,0.011227618,0.001061588,0.000516833,0.00910202,5.35E-07,3.21E-05,27.03003306,3.87E-05,0.000153363,0.000689811,0.001860532,0.089557716,#VALUE!,0.002281588,#VALUE!,0.034264315,0.000145979,#VALUE!,0.00053564,29.62246807,0.000194674,8.832452427,0.001567985,0.016410014,0.033902841,0.00330163,6.64E-05,0.116825569,-0.275925534,-0.204632733,-0.386442108,-0.384074199,-0.390915597,-0.407815215,0.278463229,-0.425791339,-0.395976274,-0.374353451,-0.324549604,-0.383753548,#VALUE!,#VALUE!,#VALUE!,0.063973135,-0.407700529,#VALUE!,-0.377236024,0.304260332,-0.408306268,-0.366234586,-0.392550832,-0.142465008,0.662009541,-0.402256591,-0.408383358,-0.451643492
96,I96,1309.7,Lepomis_macrochirus,CC,N/A,60,WS,5/14/18,12:45,0.006938787,0.000626672,0.000281319,0.003429585,2.66E-07,1.59E-05,14.50683763,1.88E-05,5.50E-05,0.000381131,0.001091309,0.044483538,#VALUE!,0.001330187,#VALUE!,0.01989446,9.89E-05,#VALUE!,0.000188246,16.6644365,9.90E-05,4.951283694,0.000924891,0.005636216,0.018154436,0.00182698,5.45E-05,0.054728382,-0.343109425,-0.216139295,-0.406216719,-0.41098018,-0.391237644,-0.408160015,-0.382566267,-0.433258837,-0.406561332,-0.425123189,-0.345740152,-0.434290454,#VALUE!,#VALUE!,#VALUE!,-0.340198882,-0.414705111,#VALUE!,-0.406605509,-1.148841134,-0.410603436,-1.759956576,-0.4024632,-0.152697008,-0.115215177,-0.407056127,-0.40933413,-0.905827011
97,I97,2350.4,Lepomis_macrochirus,CC,N/A,72,WS,5/14/18,12:45,0.016029085,0.000864936,0.000302895,0.007135151,2.22E-07,1.33E-05,25.70838082,4.30E-05,9.15E-05,0.000497974,0.001576511,0.071739244,#VALUE!,0.002592417,#VALUE!,0.036588252,0.000124384,#VALUE!,0.000389358,30.02897597,0.00011659,7.720892314,0.001653968,0.012908635,0.035565225,0.003336571,0.000111013,0.094574156,-0.200711276,-0.20983555,-0.40440512,-0.393403621,-0.39129032,-0.408215354,0.208700594,-0.424177759,-0.402633487,-0.40590559,-0.332373811,-0.403731515,#VALUE!,#VALUE!,#VALUE!,0.129337073,-0.410913511,#VALUE!,-0.38960304,0.349845746,-0.410181094,-0.76539419,-0.391225528,-0.145790308,0.744052512,-0.402142868,-0.404818922,-0.614392008
105,I105,3314.2,Lepomis_macrochirus,CC,N/A,77,WS,5/14/18,12:45,0.024209613,0.000950525,0.000290389,0.008595244,1.58E-07,9.44E-06,24.48316157,4.13E-05,0.000186109,0.000609731,0.001609417,0.093944102,#VALUE!,0.002619516,#VALUE!,0.044044576,0.000163522,#VALUE!,0.000450929,31.25586855,0.000149632,7.899687815,0.001471403,0.050002078,0.038419269,0.003367184,0.000236474,0.085762679,-0.072564537,-0.207571124,-0.405455169,-0.386477982,-0.391366941,-0.40829751,0.144028117,-0.424815686,-0.392452406,-0.387524504,-0.331467317,-0.378835558,#VALUE!,#VALUE!,#VALUE!,0.339056483,-0.405090419,#VALUE!,-0.384397686,0.487428325,-0.409387743,-0.701188988,-0.394039505,-0.110562237,0.884907001,-0.402043232,-0.394794989,-0.678839817
113,I113,1098.7,Lepomis_macrochirus,CC,N/A,56,WS,5/14/18,12:45,0.00341348,0.00105624,0.000505993,0.007641468,3.17E-07,1.90E-05,23.0951959,9.08E-05,8.31E-05,0.000638101,0.001545962,0.200436422,#VALUE!,0.002239233,#VALUE!,0.02231138,0.000129258,#VALUE!,0.000221713,28.51774436,0.000542383,7.916444642,0.001532926,0.00610873,0.035384957,0.002715217,0.000118075,0.113094491,-0.398332828,-0.204774225,-0.387352273,-0.391002015,-0.391176586,-0.408094035,0.070765167,-0.406240755,-0.40353743,-0.382858386,-0.333215375,-0.25943699,#VALUE!,#VALUE!,#VALUE!,-0.272219669,-0.410188339,#VALUE!,-0.403776132,0.180377655,-0.399957647,-0.695171636,-0.393091216,-0.152248256,0.735155817,-0.404165186,-0.404254691,-0.478932878
119,I119,844.9,Lepomis_macrochirus,CC,N/A,50,WS,5/14/18,12:45,0.011678899,0.001013156,0.000429539,0.008645653,4.12E-07,2.47E-05,24.38159602,2.89E-05,0.000115518,0.000512104,0.001758268,0.077496559,#VALUE!,0.002186104,#VALUE!,0.034701946,0.000164668,#VALUE!,0.000476766,30.10134836,0.000141318,9.186804931,0.001601897,0.010144047,0.030836075,0.003478845,0.000190719,0.109044445,-0.268856285,-0.205914097,-0.393771629,-0.386238878,-0.391062852,-0.407972716,0.13866704,-0.4294688,-0.400048858,-0.403581577,-0.327366771,-0.397276447,#VALUE!,#VALUE!,#VALUE!,0.076282112,-0.404919913,#VALUE!,-0.382213367,0.357961518,-0.409587366,-0.238987123,-0.392028128,-0.148415869,0.510656668,-0.40167981,-0.398450667,-0.508555221
65,I65,281.8,Lepomis_macrochirus,TC,N/A,41,WS,5/13/18,15:30,0.001213157,0.001423077,0.000586115,0.002936517,1.24E-06,7.40E-05,28.28117342,0.000169573,6.96E-05,0.000545321,0.001593416,0.24538341,11.69811541,0.002467682,1.303859703,0.013190541,0.000133848,2.337267805,0.000123941,27.49291443,0.000363081,8.684949917,0.001142244,0.007789435,0.016442985,0.003006365,0.000162565,0.191088375,-0.432800557,-0.195068827,-0.380624939,-0.413318942,-0.390071571,-0.406923417,0.344503936,-0.376681097,-0.404990194,-0.398118254,-0.331908113,-0.209042689,#VALUE!,#VALUE!,#VALUE!,-0.528755862,-0.409505423,#VALUE!,-0.412042001,0.065454191,-0.404262754,-0.419202521,-0.399113016,-0.150652071,-0.199679732,-0.403217588,-0.400700082,0.091520285
67,I67,563.8,Lepomis_macrochirus,TC,N/A,46,WS,5/13/18,15:30,0.001102364,0.00058916,0.000297388,0.001353694,6.18E-07,3.70E-05,14.65576609,0.000123136,6.58E-05,0.000261158,0.000826279,0.109496774,6.153870697,0.001250614,0.697976926,0.009537142,7.57E-05,0.909247121,0.000101084,13.76503224,0.000329153,4.720563226,0.00060871,0.002463755,0.010679162,0.001752578,2.22E-05,0.138406011,-0.434536112,-0.217131749,-0.404867508,-0.420826724,-0.390816229,-0.407710924,-0.374705165,-0.394106634,-0.405399121,-0.44485559,-0.353041195,-0.361397993,#VALUE!,#VALUE!,#VALUE!,-0.631512754,-0.418156891,#VALUE!,-0.413974384,-1.473977599,-0.405077378,-1.842807957,-0.407336674,-0.155709931,-0.484139378,-0.407298283,-0.411914797,-0.293802508
