measured in ug/mg,SampID,Dry_Weight,Species,Site,Sex,SL.mm,Tissue,Date_harvested,Time_harvested,Al,As,B ,Ba,Be,Bi,Ca,Cd,Co,Cr,Cu,Fe,K ,Li,Mg,Mn,Mo,Na,Ni,P ,Pb,S ,Se,Si,Sr,Tl,V ,Zn,z-Al,z-As,z-B,z-Ba,z-Be,z-Bi,z-Ca,z-Cd,z-Co,z-Cr,z-Cu,z-Fe,z-K,z-Li,z-Mg,z-Mn,z-Mo,z-Na,z-Ni,z-P,z-Pb,z-S,z-Se,z-Si,z-Sr,z-Tl,z-V,z-Zn
213,I213,0.559,Gambusia_affinis,CC,M,21,Liver,5/16/18,20:45,0.047632016,0.017555525,0.009519357,0.167836668,0.000623113,0.037328033,4.383119989,0.001576168,0.007393069,0.004559967,0.049532304,1.813282851,9.485649262,0.00103195,1.027860904,0.017373566,0.005341226,2.059395845,0.00944517,20.97356173,0.033139756,13.56039099,0.051820589,0.021871397,0.003433547,0.244487001,0.009955862,0.110899402,0.294343878,0.231746948,0.369442539,0.368849609,0.354434534,0.385990138,-0.91694074,0.151145277,0.383104338,0.262185369,0.988711914,1.548877022,#VALUE!,#VALUE!,#VALUE!,-0.411102507,0.365266948,#VALUE!,0.37599606,-0.665619886,0.382717274,1.331561206,0.382020644,-0.137278269,-0.84172931,0.38272833,0.381753053,-0.494987925
131,I131,59.097,Gambusia_affinis,CC,F,24,WS,5/14/18,12:45,0.000675829,0.001467468,0.000452462,0.007022476,8.84E-06,0.00052963,27.57952044,3.87E-05,0.000112339,0.000616243,0.005125902,0.062909731,13.0408618,0.002011269,1.553240358,0.031131699,0.000153467,2.865107045,0.000386037,29.2605979,0.000470205,10.47458478,0.001414125,0.000310323,0.026776853,0.004520988,0.000141259,0.148208613,-0.441217719,-0.193894376,-0.391846931,-0.393938071,-0.380972854,-0.397225804,0.307467597,-0.425791339,-0.400390957,-0.386453451,-0.234595222,-0.413631114,#VALUE!,#VALUE!,#VALUE!,-0.024136016,-0.406586438,#VALUE!,-0.389883805,0.263680552,-0.401690668,0.223452729,-0.394922362,-0.15775507,0.310323512,-0.398287952,-0.402402363,-0.222105536
148,I148,140.5,Gambusia_affinis,CC,F,35,WS,5/14/18,12:45,0.000841909,0.001309264,0.000343497,0.012416801,3.72E-06,0.000222773,29.2587141,3.65E-05,6.79E-05,0.000478862,0.003399395,0.072106539,12.45545525,0.002107041,1.625230406,0.053490004,8.30E-05,2.865107045,0.000693661,35.33430691,0.000197777,11.44715924,0.002237684,0.009110012,0.031530842,0.003215788,5.94E-05,0.177095277,-0.438616101,-0.198079975,-0.400996028,-0.368351245,-0.387102516,-0.403756938,0.396102845,-0.426616892,-0.405173135,-0.409049011,-0.282157021,-0.403319706,#VALUE!,#VALUE!,#VALUE!,0.60472219,-0.41707077,#VALUE!,-0.363876567,0.944780565,-0.408231764,0.572702789,-0.382228387,-0.149397904,0.544945225,-0.40253598,-0.408942636,-0.010826291
150,I150,237.7,Gambusia_affinis,CC,F,40,WS,5/14/18,12:45,0.000112016,0.001441826,0.00028499,0.010186208,1.47E-06,8.78E-05,28.0952968,3.45E-05,4.02E-05,0.000364496,0.002526912,0.049427556,11.33190219,0.002117985,1.365677039,0.042980628,9.12E-05,2.865107045,0.000574467,30.34348581,0.000171114,9.867197732,0.001104936,5.14E-05,0.026450873,0.003087959,2.34E-05,0.136359192,-0.450049765,-0.194572785,-0.405908489,-0.378931585,-0.389796215,-0.406629698,0.334692548,-0.427367394,-0.408153993,-0.427859208,-0.306192174,-0.42874725,#VALUE!,#VALUE!,#VALUE!,0.309131476,-0.415850745,#VALUE!,-0.373953501,0.385114583,-0.408871953,0.005340933,-0.399688065,-0.158000972,0.294235552,-0.402952025,-0.411818921,-0.308773096
215,I215,62.67,Gambusia_affinis,CC,M,27,WS,5/16/18,20:45,0.000637298,0.000997106,0.000157477,0.019268067,8.34E-06,0.000499434,36.57992772,6.49E-05,9.89E-05,0.000469763,0.005373931,0.074668908,11.75179734,0.002841307,1.588058494,0.049233573,9.11E-05,2.630548516,0.001102212,36.63691983,0.000443397,12.12082572,0.002126115,0.000292631,0.035687819,0.004281068,0.000133206,0.15997029,-0.441821301,-0.206338731,-0.416614944,-0.335853732,-0.381571454,-0.397868494,0.782548795,-0.415959759,-0.401837157,-0.410545557,-0.227762522,-0.400446793,#VALUE!,#VALUE!,#VALUE!,0.48500419,-0.415865623,#VALUE!,-0.329336729,1.090854352,-0.402334338,0.814615432,-0.383948063,-0.157771872,0.750102844,-0.399068818,-0.403045772,-0.136079741
216,I216,53.245,Gambusia_affinis,CC,M,26,WS,5/16/18,20:45,0.000750107,0.001502859,0.000236865,0.020994092,9.81E-06,0.00058784,42.66969474,3.65E-05,0.000134426,0.000476679,0.005400977,0.074074988,13.03458394,0.003213639,1.883326835,0.065418106,0.000109444,2.716694403,0.001301486,41.05491758,0.000521883,13.51320253,0.002076083,0.00034443,0.046519049,0.005408471,0.000156784,0.228915187,-0.440054165,-0.192958037,-0.409949239,-0.327666702,-0.379811571,-0.395986864,1.103993561,-0.426616892,-0.398014126,-0.409408057,-0.227017459,-0.401112692,#VALUE!,#VALUE!,#VALUE!,0.940216531,-0.413136337,#VALUE!,-0.312489648,1.586284462,-0.40044986,1.314615899,-0.384719234,-0.157722678,1.284652196,-0.395399465,-0.401161965,0.368188447
217,I217,52.244,Gambusia_affinis,CC,M,27,WS,5/16/18,20:45,0.000764479,0.00081979,0.000221032,0.016301972,1.00E-05,0.000599103,39.03004522,4.16E-05,0.000127279,0.000542099,0.007429309,0.073425921,13.11813096,0.002937755,1.735849302,0.057097485,0.000107007,3.248078215,0.001015114,38.45310011,0.000531883,12.83654709,0.001996962,0.000351029,0.036237671,0.004926259,0.000159788,0.206340322,-0.43982903,-0.211029976,-0.411278635,-0.349922769,-0.379584103,-0.395747143,0.911876804,-0.424703111,-0.398783231,-0.398648188,-0.171140988,-0.401840423,#VALUE!,#VALUE!,#VALUE!,0.706187575,-0.413498923,#VALUE!,-0.336700194,1.294519099,-0.400209756,1.071629925,-0.38593877,-0.157716411,0.777239469,-0.396968918,-0.400921955,0.203074178
10,I10,0.737,Gambusia_affinis,TC,F,28,Brain,5/13/18,15:30,0.036127947,0.006349471,0.007220245,0.127108015,0.000472619,0.028312579,0.493696148,0.001195492,0.005607498,0.005173043,0.00889582,0.007880511,14.61090338,0.000567368,0.704741667,0.001833966,0.004051214,5.029890452,0.004496917,16.37153506,0.025135853,9.403428207,0.039304897,0.016589024,0.001403161,0.18543858,0.008302321,0.044914863,0.11413437,-0.064731344,0.176400736,0.175661966,0.174263178,0.194105526,-1.122241687,0.008296175,0.190955133,0.363020239,-0.130741557,-0.475329554,#VALUE!,#VALUE!,#VALUE!,-0.848175217,0.173334337,#VALUE!,-0.042340589,-1.181686826,0.190540618,-0.161198023,0.189109287,-0.142295,-0.941934136,0.190543705,0.249640412,-0.977603831
14,I14,0.256,Gambusia_affinis,TC,M,25,Brain,5/13/18,15:30,0.104008972,0.018279532,0.020786409,0.366083741,0.001360625,0.08150926,0.423664477,0.00344171,0.01614346,0.009957115,0.025610232,0.017197169,13.97346923,0.0016334,0.721887607,0.003722391,0.011663067,4.38897731,0.020624414,19.5987935,0.072363764,10.529398,0.113155115,7.154696919,0.000961532,0.533860288,0.021739557,0.847170207,1.177480402,0.250901983,1.315465189,1.309192142,1.237383604,1.326341851,-1.125938268,0.851192035,1.32475307,1.149874192,0.329706904,-0.464883771,#VALUE!,#VALUE!,#VALUE!,-0.795060656,1.305853119,#VALUE!,1.321114967,-0.819785101,1.324500141,0.243136076,1.327403979,6.636848403,-0.963729675,1.32455024,1.323232629,4.890152398
18,I18,1.965,Gambusia_affinis,TC,M,24,Brain,5/13/18,15:30,0.013550278,0.002381456,0.002708051,0.047998527,0.000177262,0.010619018,1.173071784,0.000690523,0.002103168,0.001514007,0.004041612,0.115290391,16.48982695,0.000212799,1.047478614,0.004810215,0.001519463,4.076542657,0.000877699,19.00070605,0.009427544,10.42049585,0.014741837,0.043256747,0.000843967,0.069551264,0.002832227,0.151017046,-0.239541414,-0.169713018,-0.202459478,-0.199576948,-0.179338104,-0.182483617,-1.086381244,-0.181194017,-0.18615349,-0.238794898,-0.264465233,-0.354902223,#VALUE!,#VALUE!,#VALUE!,-0.764464104,-0.203348655,#VALUE!,-0.348317573,-0.886854065,-0.186621662,0.204029474,-0.189494887,-0.116968356,-0.969531814,-0.186634211,-0.187402619,-0.201564444
22,I22,0.703,Gambusia_affinis,TC,F,34,Brain,5/13/18,15:30,0.037875244,0.015033891,0.007569446,0.140330948,0.000611528,0.029681893,5.67903843,0.001253311,0.005878699,0.003625919,0.009326059,0.070872632,13.09049508,0.001128172,0.760344472,0.010780957,0.005334988,4.352756967,0.007510455,18.47564072,0.026351527,9.452476915,0.041205846,0.017391338,0.004243579,0.19440716,0.007916539,0.069434336,0.141505514,0.16503214,0.205720922,0.238382117,0.340564977,0.223249958,-0.848536448,0.02999282,0.220139667,0.108559052,-0.118889337,-0.404703155,#VALUE!,#VALUE!,#VALUE!,-0.596528739,0.364338836,#VALUE!,0.21243082,-0.945734397,0.219729398,-0.143584704,0.218409677,-0.141533033,-0.801752126,0.219733701,0.218817663,-0.798266552
27,I27,1.447,Gambusia_affinis,TC,F,37,Brain,5/13/18,15:30,0.018401034,0.004240701,0.003677485,0.064881948,0.000240719,0.014420436,0.961668613,0.0006089,0.002856065,0.00224663,0.005170024,0.07157621,13.11150969,0.000288977,0.701134436,0.001422945,0.002063404,6.196144591,0.003648825,16.70807208,0.012802435,9.622772613,0.02001915,0.008449282,0.00065118,0.094449367,0.003846114,0.053731479,-0.163555052,-0.120523019,-0.121062274,-0.119494056,-0.103367409,-0.101574367,-1.097540036,-0.211823141,-0.105132595,-0.118297693,-0.23337975,-0.403914308,#VALUE!,#VALUE!,#VALUE!,-0.859735751,-0.122419162,#VALUE!,-0.11404023,-1.143947881,-0.105589287,-0.082431769,-0.108152712,-0.150025407,-0.979046353,-0.105598469,-0.106396288,-0.913118435
38,I38,0.295,Gambusia_affinis,TC,F,29,Brain,5/13/18,15:30,0.090258633,0.015862916,0.018038375,0.317696085,0.001180746,0.070733459,3.369178501,0.002986704,0.01400924,0.009967624,0.022224473,0.014923645,11.04910174,0.001417459,0.71607995,0.003230278,0.01012117,4.490754965,0.017897797,18.01026507,0.06279703,9.199766051,0.098195625,0.041444443,0.001947292,0.463282148,0.018865514,0.05130819,0.962083412,0.186965634,1.084730263,1.079675659,1.022032537,1.096990074,-0.970461045,0.680450516,1.095084984,1.151602646,0.236436048,-0.467432833,#VALUE!,#VALUE!,#VALUE!,-0.808902014,1.076444155,#VALUE!,1.090600517,-0.997921184,1.094799337,-0.234332804,1.096824997,-0.118689522,-0.915079857,1.094839892,1.093605777,-0.930842554
42,I42,0.681,Gambusia_affinis,TC,F,33,Brain,5/13/18,15:30,0.039098821,0.006871601,0.00781398,0.138543254,0.000511483,0.030640779,21.34656894,0.0012938,0.006068613,0.003743056,0.009627341,0.132645886,15.01504829,0.001529217,1.377883447,0.013116912,0.004384354,5.323267883,0.007753084,28.43070055,0.027202825,11.84682345,0.042537018,0.017953173,0.009620756,0.200687568,0.008172286,0.182860869,0.160672663,-0.050917363,0.226252885,0.229902573,0.220791143,0.243658854,-0.021535077,0.045186364,0.240576728,0.127825006,-0.110589624,-0.335443343,#VALUE!,#VALUE!,#VALUE!,-0.530826779,0.222900101,#VALUE!,0.232943232,0.170616644,0.240169376,0.716221619,0.238927775,-0.140999452,-0.536374465,0.240174517,0.239251031,0.031343684
46,I46,0.705,Gambusia_affinis,TC,F,28,Brain,5/13/18,15:30,0.037767797,0.006637674,0.007547973,0.133148334,0.000494071,0.029597689,13.81620674,0.001249756,0.005862022,0.004899653,0.009299602,0.030585508,11.78443804,0.000593121,0.928144051,0.004664799,0.004235099,4.017869676,0.007489149,23.94679315,0.026276771,8.977867468,0.04108895,0.017342001,0.004517316,0.193855651,0.00789408,0.072088525,0.139822373,-0.057106364,0.20391797,0.204312925,0.199945504,0.221457763,-0.419020811,0.028658803,0.218345018,0.318054778,-0.119618175,-0.449872844,#VALUE!,#VALUE!,#VALUE!,-0.76855413,0.200693406,#VALUE!,0.210629562,-0.332204512,0.217934479,-0.314016259,0.216607893,-0.141579889,-0.788242493,0.217938708,0.21702326,-0.778853613
49,I49,0.995,Gambusia_affinis,TC,F,32,Brain,5/13/18,15:30,0.026760097,0.008281478,0.005348061,0.094364267,0.00035007,0.020971227,0.65258541,0.000957737,0.004153493,0.002561831,0.006845779,0.070453878,12.71044456,0.000420252,0.686848052,0.002066864,0.003004826,4.120733877,0.005306382,16.13077961,0.018618215,9.500522099,0.029113276,0.012287549,0.000557452,0.137355009,0.005593293,0.081503402,-0.03261159,-0.013616283,0.019205361,0.02034901,0.027547564,0.037852443,-1.113854811,-0.080921659,0.034486472,-0.066455423,-0.187216067,-0.40517266,#VALUE!,#VALUE!,#VALUE!,-0.841624639,0.017648978,#VALUE!,0.026093437,-1.208684915,0.034049731,-0.126331749,0.032020136,-0.14638016,-0.983672074,0.034046327,0.033197731,-0.709992491
54,I54,0.421,Gambusia_affinis,TC,F,28,Brain,5/13/18,15:30,0.063245361,0.011115345,0.012639716,0.222798513,0.000827363,0.049563825,0.309718638,0.002092821,0.009816451,0.006109252,0.015572968,0.010457186,5.743498359,0.000993231,0.373421538,0.002263497,0.007092031,1.610138725,0.012541212,8.767558836,0.044002669,4.721039524,0.068806911,2.921870721,0.000493509,0.324627633,0.013219303,0.079928417,0.538924575,0.061359266,0.631439225,0.62954935,0.598962552,0.646416313,-1.131952832,0.345019903,0.64388978,0.517001983,0.053200452,-0.472440601,#VALUE!,#VALUE!,#VALUE!,-0.836094065,0.625757993,#VALUE!,0.637742546,-2.034389564,0.643539813,-1.842636919,0.64384032,2.616884539,-0.986827827,0.643561678,0.642491561,-0.72151205
57,I57,0.361,Gambusia_affinis,TC,M,24,Brain,5/13/18,15:30,0.073757055,0.021908544,0.0147405,0.260689674,0.000964875,0.05780158,1.012628523,0.002440659,0.011447994,0.027910965,0.114039167,0.526537069,13.34230556,0.001458597,0.684656275,0.006002949,0.008270762,3.559145353,0.014625623,18.10202915,0.051316132,11.54604332,0.080242962,10.58404129,0.001697205,0.378582365,0.015416417,0.152030677,0.703588678,0.346914663,0.807828688,0.809277957,0.763591863,0.821748407,-1.094850147,0.475546508,0.819463694,4.10281007,2.765746358,0.106185154,#VALUE!,#VALUE!,#VALUE!,-0.730916813,0.801133818,#VALUE!,0.813963428,-0.987630847,0.819138751,0.608211917,0.820110567,9.893736308,-0.927422301,0.819167896,0.818033949,-0.19415067
60,I60,0.622,Gambusia_affinis,TC,F,28,Brain,5/13/18,15:30,0.042807551,0.011181054,0.008555178,0.150593181,0.00056,0.033547219,0.389881587,0.001416524,0.006644254,0.004098105,0.010540546,0.059029259,11.59102316,0.000672268,0.682906584,0.001672124,0.004800233,3.827682533,0.008488505,16.43417263,0.029783157,9.065737577,0.04657188,0.019656127,0.000263897,0.219723848,0.00894747,0.053646147,0.21876936,0.063097727,0.288486564,0.287058821,0.278875676,0.305519423,-1.127721478,0.091238684,0.302522716,0.186221224,-0.085432661,-0.417981876,#VALUE!,#VALUE!,#VALUE!,-0.852727247,0.284776069,#VALUE!,0.295117408,-1.174662707,0.302124097,-0.282462232,0.301119358,-0.139382137,-0.998159776,0.30213181,0.301185755,-0.91374256
63,I63,0.436,Gambusia_affinis,TC,F,28,Brain,5/13/18,15:30,0.061069488,0.015396749,0.012204864,0.214947239,0.000798899,0.047858648,0.26889952,0.002020821,0.009478729,0.008151565,0.015037201,0.010097421,13.61536453,0.000959061,0.669259996,0.002185624,0.006848039,3.482231196,0.012109748,18.82801372,0.042488816,9.870772725,0.0664397,0.028041539,0.002074897,0.313459252,0.012764511,0.027377317,0.504839853,0.174632265,0.59492747,0.592308513,0.564885463,0.610123385,-1.134107445,0.318001821,0.607546776,0.852908729,0.038441148,-0.472843968,#VALUE!,#VALUE!,#VALUE!,-0.83828435,0.589455989,#VALUE!,0.60126559,-0.90621962,0.607191645,0.006624707,0.607353174,-0.131418414,-0.908782219,0.607211999,0.606155133,-1.105874768
78,I78,0.534,Gambusia_affinis,TC,M,22,Brain,5/13/18,15:30,0.049861979,0.017397381,0.00996502,0.179839317,0.000652285,0.0390756,54.84584232,0.001649958,0.007739187,0.004773448,0.012277565,0.02937376,10.05574769,0.002920703,1.470287693,0.020521519,0.005591283,3.738747091,0.00988736,46.13482511,0.034691243,8.815221337,0.054246647,0.022895339,0.025300891,0.255933022,0.01042196,0.203237371,0.329275912,0.227562936,0.406862024,0.425781604,0.389359241,0.423185294,1.74670434,0.178835058,0.420350854,0.297297376,-0.037581278,-0.451231449,#VALUE!,#VALUE!,#VALUE!,-0.322561981,0.402471325,#VALUE!,0.413379816,2.155940512,0.419969048,-0.372422245,0.419414832,-0.13630582,0.237480951,0.419981642,0.418992794,0.18037896
175,I175,0.557,Gambusia_affinis,TC,M,24,Brain,5/15/18,14:45,0.047803046,0.008401365,0.009553538,0.168024191,0.00062535,0.037462066,2.464720524,0.001581827,0.007419615,0.00457634,0.011770591,0.062666711,11.64192408,0.000750719,0.689732139,0.00322137,0.005360404,3.712452603,0.009479084,20.63433716,0.03325875,9.019837092,0.05200666,0.02194993,0.003554697,0.245364872,0.00999161,0.063280736,0.297023037,-0.010444435,0.3723125,0.369739084,0.35711267,0.388842892,-1.018202326,0.153268823,0.385961011,0.264878297,-0.051547393,-0.413903586,#VALUE!,#VALUE!,#VALUE!,-0.809152564,0.368120319,#VALUE!,0.378863227,-0.70366021,0.385574364,-0.298945028,0.38488866,-0.137203685,-0.835750243,0.385585533,0.384609204,-0.843274448
178,I178,0.349,Gambusia_affinis,TC,M,21,Brain,5/15/18,14:45,0.076293114,0.013408482,0.015247337,0.268164683,0.000998051,0.059789027,3.297960249,0.002524578,0.011841621,0.007303786,0.018785729,0.124424403,10.76203306,0.001198139,0.752098521,0.011013751,0.008555143,3.016132198,0.01512851,20.42840415,0.053080584,8.749802171,0.083002033,0.035031836,0.004663471,0.391599523,0.015946495,0.030808058,0.743315661,0.122028734,0.850384565,0.844734061,0.803310157,0.86404916,-0.974220258,0.507037209,0.861822758,0.713471393,0.141705561,-0.344661222,#VALUE!,#VALUE!,#VALUE!,-0.589981087,0.843445043,#VALUE!,0.856478648,-0.726753344,0.861503893,-0.395914172,0.862637671,-0.124779648,-0.781029364,0.861534781,0.860385487,-1.080782069
181,I181,1.754,Gambusia_affinis,TC,M,24,Brain,5/15/18,14:45,0.015180329,0.002667936,0.00303382,0.053892482,0.000198586,0.011896448,2.118903711,0.000502325,0.002356172,0.001453262,0.003737867,0.218668311,4.363130022,0.000302446,0.318049952,0.01691902,0.001702249,1.586368353,0.003010177,7.494227983,0.010561644,3.629526014,0.016515228,0.006970417,0.002346546,0.077918035,0.003172934,0.05248916,-0.214006911,-0.162133624,-0.175106728,-0.171620235,-0.153809019,-0.155294841,-1.036456063,-0.251815531,-0.158927175,-0.248785852,-0.272832797,-0.238995502,#VALUE!,#VALUE!,#VALUE!,-0.423887241,-0.176153098,#VALUE!,-0.168032995,-2.177179687,-0.159391504,-2.234597817,-0.16216062,-0.151429902,-0.895375635,-0.159402919,-0.160181219,-0.92220485
184,I184,0.469,Gambusia_affinis,TC,M,23,Brain,5/15/18,14:45,0.056772488,0.00997774,0.011346099,0.199551118,0.000747597,0.044491195,0.460055374,0.001922759,0.008811782,0.005435014,0.013979146,0.009386941,10.0591941,0.000891579,0.514140325,0.002031838,0.006366194,2.895781832,0.011257676,15.94156648,0.039499198,7.85426141,0.061764839,0.532736929,0.001320431,0.291403483,0.011866368,0.162030786,0.437527995,0.031261679,0.522822439,0.51928031,0.503466729,0.538450631,-1.124017396,0.281203944,0.53577515,0.406107574,0.009293859,-0.473640554,#VALUE!,#VALUE!,#VALUE!,-0.842609794,0.517765362,#VALUE!,0.529229471,-1.229903098,0.535409817,-0.717501543,0.535296928,0.347896619,-0.946017077,0.535427189,0.534396378,-0.121009117
187,I187,0.639,Gambusia_affinis,TC,M,22,Brain,5/15/18,14:45,0.041668696,0.008586749,0.008327575,0.146462401,0.000545102,0.032654727,1.450030423,0.001378838,0.006467489,0.003989079,0.010260124,0.055848927,14.24040474,0.00093039,0.829664713,0.004997835,0.004672527,3.457849135,0.008262676,20.72246332,0.028990804,10.40814914,0.045332879,0.019133194,0.002387801,0.2138783,0.008709431,0.07049645,0.200929368,-0.005539735,0.269376189,0.267465351,0.261039796,0.286523654,-1.071762146,0.07709697,0.283500648,0.168289316,-0.093157724,-0.421547646,#VALUE!,#VALUE!,#VALUE!,-0.759187032,0.265775513,#VALUE!,0.276025307,-0.693777825,0.28309941,0.199595788,0.282021943,-0.139878772,-0.893339593,0.283106331,0.2821672,-0.79049817
190,I190,0.507,Gambusia_affinis,TC,M,24,Brain,5/15/18,14:45,0.052517351,0.009229902,0.010495701,0.184594624,0.000687022,0.041156549,0.485510971,0.001737826,0.008151333,0.005027656,0.012931399,0.133514357,13.95089942,0.000824754,0.679504086,0.015940745,0.005889044,3.351504595,0.010413905,21.96250391,0.036538706,9.382150511,0.057135522,0.024114617,0.000781955,0.269562591,0.010976976,0.029254887,0.370871915,0.011476147,0.451419931,0.448337384,0.430946363,0.467476141,-1.122673737,0.211807625,0.464702787,0.339107903,-0.019569466,-0.334469619,#VALUE!,#VALUE!,#VALUE!,-0.451402576,0.446773274,#VALUE!,0.457895137,-0.55472084,0.464327315,-0.168838812,0.463942677,-0.135147857,-0.972592267,0.464341738,0.463336799,-1.092142079
8,I8,0.908,Gambusia_affinis,TC,F,28,Gill,5/13/18,15:30,0.029324115,0.005153701,0.005860485,0.10564389,0.000383612,0.022980584,26.43631871,0.004741623,0.00455146,0.002807292,0.007220506,1.549226905,11.98438566,0.00142411,1.577923704,0.031313392,0.003327149,6.187601061,0.006449776,26.55974194,0.020402119,13.33923139,0.031902764,0.01346488,0.011652597,0.150515676,0.006129214,0.341103395,0.007553366,-0.096367801,0.062230343,0.073851486,0.067704033,0.080619528,0.247124367,1.338985867,0.077312572,-0.026083547,-0.176893091,1.252819035,#VALUE!,#VALUE!,#VALUE!,-0.019025649,0.06560535,#VALUE!,0.122758586,-0.039190894,0.076881922,1.252143118,0.075016073,-0.145262035,-0.436097831,0.07688029,0.076016106,1.188741481
12,I12,1.087,Gambusia_affinis,TC,M,25,Gill,5/13/18,15:30,0.034326734,0.005740963,0.004895419,0.086652912,0.000320442,0.019196293,56.21385072,0.000810559,0.003801956,0.004806828,0.006031481,0.203677031,6.077582306,0.003155654,2.220234607,0.01674449,0.002746776,2.625234973,0.004857268,37.25385072,0.017042432,6.071379105,0.026649227,0.011247572,0.034344637,0.125729746,0.005119896,0.197064158,0.085918639,-0.080830625,-0.018800107,-0.016228151,-0.007923065,7.48085E-05,1.818913858,-0.136150371,-0.003343194,0.302787508,-0.209648341,-0.255803638,#VALUE!,#VALUE!,#VALUE!,-0.428796138,-0.020744626,#VALUE!,-0.011875689,1.160036401,-0.003785399,-1.35773196,-0.005959629,-0.147367838,0.683813321,-0.003790363,-0.004625176,0.135227614
16,I16,0.429,Gambusia_affinis,TC,M,24,Gill,5/13/18,15:30,0.06206596,0.034507512,0.012404011,0.219807523,0.000811935,0.048639558,24.6246303,0.003448135,0.009633393,0.006787029,0.015282563,0.390800416,10.82939798,0.00121557,1.527495529,0.02026198,0.006959779,3.810567645,0.012307343,25.51405395,0.043182107,13.90183922,0.067523798,0.028499093,0.011130418,0.318573971,0.013867546,0.2902584,0.520449436,0.680245246,0.611648576,0.615362229,0.580492157,0.626744246,0.151495461,0.853603024,0.624190508,0.628478464,0.045200378,-0.046001989,#VALUE!,#VALUE!,#VALUE!,-0.329861874,0.606081066,#VALUE!,0.617970724,-0.156453361,0.623837817,1.454174763,0.624062982,-0.13098387,-0.461868722,0.623858852,0.694284105,0.816857344
20,I20,1.701,Gambusia_affinis,TC,F,34,Gill,5/13/18,15:30,0.01565332,0.002751064,0.003128348,0.060192874,0.000204774,0.01226712,40.06216725,0.003974179,0.002429586,0.002806852,0.003854332,0.808501814,9.55437306,0.002227209,1.617512357,0.032379026,0.001755288,3.652842146,0.003103968,32.84176103,0.010890725,11.85678477,0.017029812,0.007187602,0.018074838,0.080345816,0.003271797,0.329740003,-0.206597578,-0.159934308,-0.167169813,-0.141735675,-0.146400748,-0.147405471,0.966356758,1.051001633,-0.151026934,-0.026155916,-0.26962442,0.422322382,#VALUE!,#VALUE!,#VALUE!,0.010946779,-0.168261766,#VALUE!,-0.160103689,0.665268815,-0.151490148,0.719798715,-0.15422905,-0.151223639,-0.119143546,-0.151501232,-0.152282381,1.105628773
25,I25,2.58,Gambusia_affinis,TC,F,37,Gill,5/13/18,15:30,0.01032027,0.001813783,0.002062527,0.03841411,0.000135008,0.008087741,27.55823704,0.003749668,0.001601832,0.001098838,0.00254117,0.74529473,10.8750901,0.001711621,1.418530599,0.027225332,0.001197871,7.631658173,0.002046454,26.78897394,0.007180281,12.14457629,0.011227794,0.004738803,0.029102226,0.052972184,0.002157103,0.290974485,-0.290139003,-0.184731928,-0.25666002,-0.245038578,-0.229924575,-0.23635923,0.306344165,0.966753625,-0.240103354,-0.307079273,-0.305799395,0.351454968,#VALUE!,#VALUE!,#VALUE!,-0.134007982,-0.251196266,#VALUE!,-0.249508346,-0.013485033,-0.240579274,0.823144227,-0.243658796,-0.153549291,0.425086713,-0.240594066,-0.241342869,0.822094844
36,I36,1.089,Gambusia_affinis,TC,F,29,Gill,5/13/18,15:30,0.024450227,0.004297117,0.004886428,0.087436545,0.000319853,0.019161038,35.24934935,0.004659533,0.003794973,0.003482775,0.006020404,1.68823522,10.15874883,0.002107899,1.585515083,0.029247124,0.002741731,4.738191208,0.004848347,30.77921297,0.017011133,13.03209639,0.026600284,0.011226915,0.018620059,0.125498837,0.005110493,0.307586134,-0.068795355,-0.119030423,-0.019555025,-0.012511156,-0.008628216,-0.000675558,0.712314999,1.308181501,-0.00409465,0.085015631,-0.20995349,1.408674347,#VALUE!,#VALUE!,#VALUE!,-0.07714229,-0.021495239,#VALUE!,-0.012629891,0.433976617,-0.004536899,1.141851391,-0.006714015,-0.147387456,-0.092235472,-0.004541901,-0.005376446,0.943593701
40,I40,0.965,Gambusia_affinis,TC,F,33,Gill,5/13/18,15:30,0.027592017,0.004849285,0.005514322,0.101164153,0.000360953,0.021623182,30.59231342,0.006247416,0.004282617,0.002639817,0.00679401,2.451481817,10.19848422,0.001378679,1.510821721,0.05615358,0.003094036,3.619907115,0.005471347,29.66628467,0.019197019,12.97588718,0.030018352,2.418614522,0.015145613,0.141625113,0.005767178,0.54811602,-0.019579688,-0.104421727,0.033165239,0.052602813,0.040576688,0.05172863,0.4664961,1.904036404,0.048381788,-0.053628778,-0.188642199,2.264421981,#VALUE!,#VALUE!,#VALUE!,0.679638943,0.030921962,#VALUE!,0.040039957,0.309173885,0.047947028,1.121666746,0.045970578,2.138936322,-0.263708413,0.047944215,0.047090587,2.702847469
